RV	1.3.11	140^185
RV	1.3.12	268^612
RV	1.7.9	271
RV	1.25.17	122;122^130
RV	1.29.4	220
RV	1.29.5	198^382
RV	1.32.13	327^793
RV	1.33.3	322
RV	1.36.8	116
RV	1.36.9	307
RV	1.38.2	258
RV	1.42.10	244
RV	1.48.2	143
RV	1.51.9	291;291^685
RV	1.51.12	277f
RV	1.52.7	105^69
RV	1.53.3	140^187
RV	1.61.11	263^601;398
RV	1.61.13	173
RV	1.64.13	226^479
RV	1.67.9	276
RV	1.68.9	317
RV	1.70.1	284
RV	1.71.2	301
RV	1.71.8	343^842
RV	1.72.3	343^842
RV	1.73.8	343^842
RV	1.80.2	235^516
RV	1.80.12	92
RV	1.81.5	216^448
RV	1.83.6	130
RV	1.85.7	186^333
RV	1.86.5	316
RV	1.94.1	434
RV	1.94.2	326
RV	1.100.5	163^258
RV	1.100.16	138^180
RV	1.104.3	226^470
RV	1.104.4	162^255;270
RV	1.105.1	183
RV	1.110.5	157
RV	1.112.18	258^582
RV	1.113.3	244
RV	1.116.13	317^762
RV	1.116.16	122
RV	1.116.18	346
RV	1.117.17	123
RV	1.117.18	122
RV	1.119.2	95
RV	1.120.5	309
RV	1.120.6	273^626
RV	1.125.1	28
RV	1.127.3	95f^10
RV	1.127.4	174
RV	1.128.4	138
RV	1.129.7	284
RV	1.132.5	253
RV	1.133.7	283^654
RV	1.135.3;6	226^483
RV	1.138.1	158
RV	1.139.8	130
RV	1.140.3	161
RV	1.140.9	157^248
RV	1.141.1	352
RV	1.141.5	183
RV	1.142.7	223
RV	1.143.5	228
RV	1.144.1	200
RV	1.148.4	174
RV	1.151.4	130
RV	1.152.2	152
RV	1.161.12	74^48;304
RV	1.162.12	346^853
RV	1.162.20	160 253
RV	1.163.6	156
RV	1.164.16	138
RV	1.164.28	206
RV	1.164.44	288 676
RV	1.165.10	144
RV	1.167.8	143^191
RV	1.169.5	167^273
RV	1.173.3	116;197;267^609
RV	1.174.8	325
RV	1.179.4	276
RV	1.182.3	152
RV	1.188.1	268
RV	1.188.5	124^137
RV	2.4.6	141^188
RV	2.5.1	253
RV	2.5.4	278
RV	2.12.1	224
RV	2.22.1	294
RV	2.24.3	301
RV	2.26.1	283
RV	2.28.6	247
RV	2.29.6	153^237
RV	2.30.7	158f
RV	2.31.2	165
RV	2.34.3	28^9
RV	2.34.10	140^187
RV	2.34.13	245
RV	2.35.12	286^668
RV	2.39.1	151
RV	2.43.1	270
RV	3.1.8	310
RV	3.1.17	326
RV	3.1.22	254
RV	3.2.4	268
RV	3.2.12	223
RV	3.3.4	223
RV	3.4.6	223
RV	3.8.11	166
RV	3.12.4	167
RV	3.12.9	140^187
RV	3.19.2	316^760
RV	3.33.8	131f
RV	3.34.1	173
RV	3.36.1	255
RV	3.36.7	255f
RV	3.44.2	99
RV	3.58.2	151
RV	4.1.9	326
RV	4.2.6	159^252
RV	4.3.4;8	230
RV	4.3.12	332
RV	4.3.15	154
RV	4.4.8	132;154
RV	4.6.8	295^698
RV	4.7.10	173
RV	4.17.2	103;108^78;195^367;272;398
RV	4.18.7	222^479
RV	4.18.11	119
RV	4.19.4	125;294
RV	4.23.7	166
RV	4.30.22	143
RV	4.35.5	179^312
RV	4.36.2	352
RV	4.38.1	167
RV	4.38.5	92
RV	4.43.6	140^187
RV	4.44.2	284
RV	4.50.3	310
RV	4.58.2	317^762
RV	4.58.8	201;210
RV	5.8.5	268^612
RV	5.15.4	226^480
RV	5.18.1	259^586
RV	5.25.4	269
RV	5.28.2	269^614
RV	5.28.3	306
RV	5.31.2	298
RV	5.36.4	298
RV	5.36.6	196^373
RV	5.37.3	130
RV	5.41.8	98
RV	5.41.10	173
RV	5.41.17	284
RV	5.51.8	258f
RV	5.53.16	258
RV	5.54.7	343^842
RV	5.58.6	125
RV	5.59.1	28^9
RV	5.59.3	138
RV	5.59.4	226^481
RV	5.60.3	182
RV	5.63.7	268^612
RV	5.65.1	284
RV	5.65.4	163^259
RV	5.73.8	226^483
RV	5.74.3	259^586
RV	5.75.7	298
RV	5.78.1	298
RV	5.80.1	150f^227
RV	5.80.3	260
RV	5.81.2	269
RV	5.81.5	268^612
RV	5.83.7	112
RV	5.84.2	351
RV	6.3.4	157
RV	6.5.6	131f
RV	6.6.2	228
RV	6.6.5	173
RV	6.6.6	157^248
RV	6.7.1	146^206
RV	6.7.6	278
RV	6.8.1	208
RV	6.12.3	138-140
RV	6.12.5	270
RV	6.15.6	284
RV	6.17.9	194;194^367
RV	6.17.10	199
RV	6.17.11	183^325;186^333
RV	6.17.12	103
RV	6.18.4	164
RV	6.18.9	236^521
RV	6.19.5	256
RV	6.22.1	98
RV	6.22.9	173
RV	6.24.6	197
RV	6.26.1	95
RV	6.28.1	259
RV	6.38.3	291
RV	6.44.10	298
RV	6.47.14	182f
RV	6.47.19	269
RV	6.48.6	183
RV	6.50.10	163^258
RV	6.53.3	247f
RV	6.60.10	339
RV	6.61.3	338
RV	6.61.13	138f^182
RV	6.62.7	145^202
RV	6.66.7	326
RV	7.3.2	214
RV	7.3.4	313^749
RV	7.3.10	280f
RV	7.13.1	226^480
RV	7.15.4	284
RV	7.18.6	161
RV	7.18.15	183
RV	7.21.5	306
RV	7.21.9	283
RV	7.24.2	226^483
RV	7.28.4	208^417
RV	7.34.18	306
RV	7.34.19	160
RV	7.36.3	263^601;398
RV	7.38.5	323^783
RV	7.39.3	263^604;398
RV	7.41.3	107^76
RV	7.45.3	312
RV	7.58.1	125
RV	7.60.6	139^183;281
RV	7.61.4	216^448
RV	7.69.3	216^448;255
RV	7.73.3	150^227
RV	7.76.5	255
RV	7.76.7	273
RV	7.78.2	150^227
RV	7.80.1	151^227
RV	7.83.2	95
RV	7.86.7	139^183
RV	7.87.1	260
RV	7.95.2	138;140;140^185
RV	7.97.2	243f
RV	7.100.1	173
RV	7.101.4	310
RV	7.104.7	336
RV	7.104.9	346^852
RV	7.104.24	103
RV	8.1.17	186
RV	8.1.31	138^180
RV	8.2.16	150^227
RV	8.3.21	183
RV	8.4.8	276
RV	8.4.10	245f
RV	8.6.8	307
RV	8.6.26	268
RV	8.7.1	124^137;269
RV	8.7.10	186^333
RV	8.12.1	139
RV	8.12.17;18	258
RV	8.13.6	278;306
RV	8.13.20	139
RV	8.15.11	167
RV	8.19.8	303
RV	8.19.30	162^255
RV	8.19.31	269
RV	8.20.9	292
RV	8.22.6	112
RV	8.24.20	276^637
RV	8.25.4	130
RV	8.25.23	167^273
RV	8.33.19	346^852
RV	8.34.11	259
RV	8.39.5	141^188
RV	8.40.5	271
RV	8.43.6	276
RV	8.43.9	276
RV	8.43.10	201
RV	8.45.23	284
RV	8.45.25	143
RV	8.50.5	167
RV	8.50.8	130^155
RV	8.51.8	130^155
RV	8.54.6	167
RV	8.55.5	190
RV	8.60.7	298
RV	8.60.15	269
RV	8.61.3	292
RV	8.64.4	131f
RV	8.68.18	138;140f
RV	8.72.14	200
RV	8.74.10	163^258
RV	8.75.6	142
RV	8.92.12	258^585
RV	8.93.18	317^762
RV	8.95.6	285
RV	8.99.3	146
RV	8.99.4	276
RV	8.100.8	92
RV	8.102.17	146
RV	9.5.1	269
RV	9.5.2	269^616
RV	9.16.8	183
RV	9.17.4	183
RV	9.26.4	295^698
RV	9.27.1	167
RV	9.45.2	167
RV	9.47.2	139
RV	9.49.1;3	207^416
RV	9.54.2	183
RV	9.61.18	269
RV	9.62.10	139
RV	9.63.23	167
RV	9.67.4	116^104
RV	9.67.14	183
RV	9.68.2	157^248;340
RV	9.70.3	208^419
RV	9.70.8	183^326
RV	9.71.5	157
RV	9.71.7	268^612
RV	9.72.8	187
RV	9.74.4	245
RV	9.75.3	270^618
RV	9.86.37	124^137
RV	9.86.48	183
RV	9.93.1	179^313
RV	9.96.18	270
RV	9.101.9	285
RV	9.105.1	155
RV	9.106.2	138
RV	9.106.9	183^325
RV	9.107.9	167
RV	9.109.8	124^137
RV	9.109.22	167
RV	10.3.5	207
RV	10.3.6	156;273^627
RV	10.7.5	146
RV	10.10.10	215
RV	10.15.9	156
RV	10.16.1	307
RV	10.16.4	159^252
RV	10.25.1	258
RV	10.27.15	162^255
RV	10.28.10;11	112^93
RV	10.30.13	226^485
RV	10.31.7	152
RV	10.34.2	244;276^637
RV	10.34.3	276^637
RV	10.34.4	197^376
RV	10.34.8	193^359
RV	10.35.8	268^612
RV	10.36.8	226479
RV	10.37.3	297
RV	10.40.10	241
RV	10.44.4	293
RV	10.49.9	162^255
RV	10.50.5	291
RV	10.51.1	300
RV	10.54.3	146^206
RV	10.60.10	347^854
RV	10.60.11	160
RV	10.61.12	219^460
RV	10.61.18	298
RV	10.61.26	291
RV	10.64.3	98
RV	10.64.13	200
RV	10.68.1	199^384
RV	10.72.6	92
RV	10.73.6	190
RV	10.75.7	28;226^480
RV	10.76.2	164
RV	10.78.5	178^308
RV	10.79.1	226^482
RV	10.79.7	123^131
RV	10.80.2	173
RV	10.80.7	254
RV	10.82.2	343
RV	10.85.37	312;346^852
RV	10.87.4	194
RV	10.87.13	304
RV	10.89.1	216^448
RV	10.89.16	131f
RV	10.90.4	119
RV	10.91.4;5	141^188
RV	10.92.11	106
RV	10.94.4	130
RV	10.95.8	328
RV	10.96.1	327
RV	10.98.1	292f
RV	10.101.8	338
RV	10.101.9	289^682
RV	10.101.11	126
RV	10.106.9	336
RV	10.106.10	345
RV	10.108.2	211
RV	10.115.2	214
RV	10.115.6	145^202
RV	10.116.3	173f
RV	10.116.5	231f
RV	10.117.2	328
RV	10.120.1	174
RV	10.123.7	146
RV	10.128.2	207
RV	10.135.1	298
RV	10.138.5	165f
RV	10.142.4	288^675
RV	10.142.6	194
RV	10.148.3	258^583
RV	10.148.5	178^308
RV	10.161.2	347^854
RV	10.173.1	231^500
RV	10.176.3	139
RV	10.177.2	176
RV	10.174.3	240^527
RV	10.189.3	268^612
Kh	1.10.2	396
Kh	1.11.6	140^183
Kh	1.11.8	182^324;188^343
Kh	2.6^2.17	396
Kh	2.6^2.24	398
Kh	2.6^2.25	196^371
Kh	2.11.2	161^254
Kh	2.13.6	398
Kh	3.2.8	130^155
Kh	3.3.8	130^155
Kh	3.7.5	190
Kh	3.10^2.1	291;398
Kh	3.17^2.2	396
Kh	4.9.7	274^630;398
Kh	5.9.1	280
Kh	5.17.1	228
Kh	5.17.2	228^490
Kh	5.21.2	280
Kh	5.22.2	103
Kh	7.7.4	215
Kh-Satavalekar	26.22	396
Kh-Satavalekar	27.11	268-613
Kh-Satavalekar	33.14	398
SV	1.154	137-177
SV	1.305	123
SV	1.365	305
SV	1.371	225
SV	2.667	396
JS	1.16.10	137-177
JS	1.32.3	123
JS	1.38.4	305
JS	1.39.2	225
JS	3.55.8	396
JS	4.10.4	135
AV	1.2.3	99-26
AV	1.14.2	188
AV	1.22.1	93
AV	2.12.3	307
AV	2.19-23.3	98f
AV	2.19-22.4	308
AV	2.23.4	308
AV	3.9.5	228-491
AV	3.11.7	187f
AV	3.15.5-6	204-402
AV	3.17.5	167
AV	3.22.2	137-177
AV	3.28.1	273-627
AV	4.2.3	225
AV	4.3.1	195-368
AV	4.8.2	298
AV	4.12.7	204-404
AV	4.15.6;11	103
AV	4.16.6	277-640
AV	4.17.2	350-862
AV	4.23.7	147
AV	4.36.9	261;261-593
AV	4.39.1;3;5;7	195-369
AV	5.30.5	329
AV	6.49.2	103;135
AV	6.65.1	104
AV	6.67.1	109
AV	6.98.2	268
AV	6.115.3	308-739
AV	6.119.1	241-528
AV	6.130.3	336
AV	7.56.4	196
AV	7.95.2	107
AV	8.2.3	260-591
AV	8.8.2	181-321
AV	8.8.24	396
AV	9.5.9	109-85;398
AV	10.6.5	122
AV	10.8.27	280
AV	11.5.26	113-97;396
AV	11.8.33	328
AV	11.9.21	114
AV	11.10.8	260
AV	11.10.16	92
AV	12.1.48	248-553
AV	12.3.29	256
AV	12.3.31	169f-279
AV	12.4.3	103;174
AV	12.4.8	351-866
AV	14.2.39	215
AV	19.17.1-10	171-281
AV	19.36.2	165-267
AV	19.41.1	196-373
AV	20.127.4	280
AV	20.134.1	228
AV	20.134.2	228-490
AV	20.135.12	280
AV	20.136.16	398
AVP	1.28.1	93
AVP	1.53.2+3	196-373
AVP	1.61.5	188+398
AVP	1.92.3	196+373
AVP	2.20.2	188+188-341+398
AVP	2.22.3	172-284
AVP	2.27.2	165-267
AVP	2.48.3	308-736
AVP	2.48.4	98f
AVP	2.82*83.	398
AVP	2.83.2	398
AVP	3.7.6	228-491
AVP	3.25.13	215-445
AVP	3.40.1	109
AVP	4.10.6	269-617+398
AVP	4.20.7	318f
AVP	5.32.1	277-640
AVP	10.4.1	196-373
AVP	10.6.11	398
AVP	12.6.9	248-553
AVP	12.6.10	315-758
AVP	13.5.16	396
AVP	13.14.8	398
AVP	15.2.4	188-343
AVP	15.9.5	398
AVP	15.12.8	398
AVP	16.154.9	148-213+398
AVP	17.39.1	169f-279
AVP	18.12.10	266
AVP	19.6.15	109
AVP	19.19.9	398
AVP	19.40.12	172-284
AVP	19.49.3	204-402
AVP	19.51.11	306
AVP	19.55.15*18	399
AVP	20.14.4	168
AVP	20.18.10	399
VS	4.12	341-838
VS	4.21	259
VS	6.7	259-396
VS	6.8	182
VS	6.18	272
VS	11.12	170-279(VC619b)
VS	11.15	163-259(VC619b)
VS	11.39	114
VS	20.20	308-739
VS	22.2	261+399
VS	23.26	314-754
VS	23.51	294
VS	26.1	195-369
VS	26.24	396
VS	27.45	91
VS	28.16	173(VC543)
VS	35.20	196-373
VS	36.8	268
VS	39.5	121+399
VS	39.11	307
VS	40.4	104f-66+399
VS	40.15	335-823/824+399
VSK	6.2.2	182
VSK	6.4.1	272-625
VSK	39.3.1	121
VSK	40.1.4	104f-66
VSK	40.1.17	335-823/824+399